[0719/154046:ERROR:backend_impl.cc(2020)] Corrupt Index file
[0719/154046:ERROR:cache_util_win.cc(20)] Unable to move the cache: 5
[0719/154046:ERROR:cache_util.cc(134)] Unable to move cache folder C:\ProgramData\Altium\Altium Designer {FF83626F-D721-4B7A-AA7E-CAF67EAE1292}\BrowserCache to C:\ProgramData\Altium\Altium Designer {FF83626F-D721-4B7A-AA7E-CAF67EAE1292}\old_BrowserCache_000
[0719/154046:ERROR:cache_creator.cc(129)] Unable to create cache
[0501/181720:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181725:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181730:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181735:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181740:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181745:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181750:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181755:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181800:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181805:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181810:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181815:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181820:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181825:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181830:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181836:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181841:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181846:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181851:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181856:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181901:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181906:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181911:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181916:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181921:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181926:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181931:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181936:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181941:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181946:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181951:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/181956:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182001:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182006:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182011:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182016:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182021:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182026:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182031:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182036:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182041:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182046:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182051:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182056:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182101:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182106:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182111:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182116:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182121:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182126:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182131:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182136:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182141:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182146:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182151:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182156:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182201:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182206:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182211:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182216:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182221:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182226:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182231:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182236:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182241:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182247:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182252:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182257:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182302:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182307:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182312:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182317:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182322:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182327:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182332:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182337:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182342:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182347:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182352:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182357:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182402:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182407:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182412:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182417:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182422:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182427:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182432:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182437:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182442:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182447:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182452:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182457:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182502:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182507:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182512:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182517:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182522:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182527:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182532:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182537:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182542:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182547:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182552:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182557:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182602:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182607:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182612:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182617:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182622:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182627:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182632:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182637:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182642:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182647:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182652:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182657:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182702:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182707:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182712:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182717:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182722:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182727:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182732:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182737:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182742:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182747:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182752:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182757:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182802:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182807:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182812:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182817:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182822:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182828:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182833:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182838:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182843:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182848:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182853:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182858:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182903:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182908:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182913:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182918:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182923:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182928:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182933:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182938:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182943:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182948:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182953:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/182958:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183003:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183008:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183013:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183018:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183023:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183028:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183033:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183038:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183043:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183048:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183053:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183058:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183103:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183108:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183113:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183118:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183123:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183128:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183133:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183138:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183143:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183148:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183153:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183158:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183203:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183208:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183213:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183218:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183223:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183228:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183233:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183238:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183243:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183248:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183253:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183258:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183303:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183308:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183313:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183318:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183323:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183328:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183333:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183338:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183343:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183349:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183354:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[0501/183359:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102823:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102828:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102833:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102838:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102841:ERROR:backend_impl.cc(2020)] Corrupt Index file
[1013/102841:ERROR:cache_util_win.cc(20)] Unable to move the cache: 5
[1013/102841:ERROR:cache_util.cc(134)] Unable to move cache folder C:\ProgramData\Altium\Altium Designer {FF83626F-D721-4B7A-AA7E-CAF67EAE1292}\BrowserCache to C:\ProgramData\Altium\Altium Designer {FF83626F-D721-4B7A-AA7E-CAF67EAE1292}\old_BrowserCache_000
[1013/102841:ERROR:cache_creator.cc(129)] Unable to create cache
[1013/102843:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102848:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102853:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102858:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102903:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102908:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102913:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102918:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102923:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102928:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102933:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102938:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102943:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102948:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102953:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/102958:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
[1013/103003:WARNING:dns_config_service_win.cc(665)] Failed to read DnsConfig.
